ISIN;VALID_DATE;TYPE;DATETIME;CASHFLOW;VALUE
RU000A0JUJE6;27.05.2018;BOND;26.06.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2023;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2024;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2025;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2026;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2027;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2028;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2029;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2030;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2031;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2032;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2033;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2034;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2035;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2036;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2037;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2038;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2039;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2040;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2041;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2042;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2043;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2044;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2045;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2046;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2046;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.05.2014;REDEMPTION;58,64
RU000A0JUJE6;27.05.2018;BOND;26.06.2014;REDEMPTION;17,84
RU000A0JUJE6;27.05.2018;BOND;26.07.2014;REDEMPTION;18,89
RU000A0JUJE6;27.05.2018;BOND;26.08.2014;REDEMPTION;18,94
RU000A0JUJE6;27.05.2018;BOND;26.09.2014;REDEMPTION;21,09
RU000A0JUJE6;27.05.2018;BOND;26.10.2014;REDEMPTION;16,17
RU000A0JUJE6;27.05.2018;BOND;26.11.2014;REDEMPTION;18,54
RU000A0JUJE6;27.05.2018;BOND;26.12.2014;REDEMPTION;18,34
RU000A0JUJE6;27.05.2018;BOND;26.01.2015;REDEMPTION;17,41
RU000A0JUJE6;27.05.2018;BOND;26.02.2015;REDEMPTION;14,81
RU000A0JUJE6;27.05.2018;BOND;26.03.2015;REDEMPTION;14,02
RU000A0JUJE6;27.05.2018;BOND;26.04.2015;REDEMPTION;16,89
RU000A0JUJE6;27.05.2018;BOND;26.05.2015;REDEMPTION;13,72
RU000A0JUJE6;27.05.2018;BOND;26.06.2015;REDEMPTION;12,34
RU000A0JUJE6;27.05.2018;BOND;26.07.2015;REDEMPTION;14,85
RU000A0JUJE6;27.05.2018;BOND;26.08.2015;REDEMPTION;14
RU000A0JUJE6;27.05.2018;BOND;26.09.2015;REDEMPTION;13,92
RU000A0JUJE6;27.05.2018;BOND;26.10.2015;REDEMPTION;13,31
RU000A0JUJE6;27.05.2018;BOND;26.11.2015;REDEMPTION;16,71
RU000A0JUJE6;27.05.2018;BOND;26.12.2015;REDEMPTION;16,28
RU000A0JUJE6;27.05.2018;BOND;26.01.2016;REDEMPTION;15,75
RU000A0JUJE6;27.05.2018;BOND;26.02.2016;REDEMPTION;11,59
RU000A0JUJE6;27.05.2018;BOND;26.03.2016;REDEMPTION;14,22
RU000A0JUJE6;27.05.2018;BOND;26.04.2016;REDEMPTION;14,2
RU000A0JUJE6;27.05.2018;BOND;26.05.2016;REDEMPTION;15,19
RU000A0JUJE6;27.05.2018;BOND;26.06.2016;REDEMPTION;10,79
RU000A0JUJE6;27.05.2018;BOND;26.07.2016;REDEMPTION;11,35
RU000A0JUJE6;27.05.2018;BOND;26.08.2016;REDEMPTION;11,41
RU000A0JUJE6;27.05.2018;BOND;26.09.2016;REDEMPTION;9,91
RU000A0JUJE6;27.05.2018;BOND;26.10.2016;REDEMPTION;13,66
RU000A0JUJE6;27.05.2018;BOND;26.11.2016;REDEMPTION;12,24
RU000A0JUJE6;27.05.2018;BOND;26.12.2016;REDEMPTION;13,88
RU000A0JUJE6;27.05.2018;BOND;26.01.2017;REDEMPTION;12,48
RU000A0JUJE6;27.05.2018;BOND;26.02.2017;REDEMPTION;13,97
RU000A0JUJE6;27.05.2018;BOND;26.03.2017;REDEMPTION;17,01
RU000A0JUJE6;27.05.2018;BOND;26.04.2017;REDEMPTION;18,3
RU000A0JUJE6;27.05.2018;BOND;26.05.2017;REDEMPTION;15,98
RU000A0JUJE6;27.05.2018;BOND;26.06.2017;REDEMPTION;11,45
RU000A0JUJE6;27.05.2018;BOND;26.07.2017;REDEMPTION;11,96
RU000A0JUJE6;27.05.2018;BOND;26.08.2017;REDEMPTION;12,92
RU000A0JUJE6;27.05.2018;BOND;26.09.2017;REDEMPTION;11,62
RU000A0JUJE6;27.05.2018;BOND;26.10.2017;REDEMPTION;8,73
RU000A0JUJE6;27.05.2018;BOND;26.11.2017;REDEMPTION;15,69
RU000A0JUJE6;27.05.2018;BOND;26.12.2017;REDEMPTION;18,17
RU000A0JUJE6;27.05.2018;BOND;26.01.2018;REDEMPTION;20,02
RU000A0JUJE6;27.05.2018;BOND;26.02.2018;REDEMPTION;15,25
RU000A0JUJE6;27.05.2018;BOND;26.03.2018;REDEMPTION;10,82
RU000A0JUJE6;27.05.2018;BOND;26.04.2018;REDEMPTION;19,07
RU000A0JUJG1;27.05.2018;BOND;27.06.2014;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2014;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2014;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2015;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2015;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2015;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2015;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2016;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2016;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2016;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2016;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2017;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2017;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2017;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2017;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2018;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2018;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2018;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2018;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2019;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2019;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2019;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2019;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2020;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2020;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2020;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2020;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2021;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2021;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2021;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2021;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2022;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2022;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2022;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2022;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2023;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2023;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.09.2023;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.12.2023;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.03.2024;COUPON;12
RU000A0JUJG1;27.05.2018;BOND;27.06.2019;REDEMPTION;50
RU000A0JUJG1;27.05.2018;BOND;27.09.2019;REDEMPTION;50
RU000A0JUJG1;27.05.2018;BOND;27.12.2019;REDEMPTION;50
RU000A0JUJG1;27.05.2018;BOND;27.03.2020;REDEMPTION;50
RU000A0JUJG1;27.05.2018;BOND;27.06.2020;REDEMPTION;50
RU000A0JUJG1;27.05.2018;BOND;27.09.2020;REDEMPTION;50
RU000A0JUJG1;27.05.2018;BOND;27.12.2020;REDEMPTION;50
