ISIN;VALID_DATE;TYPE;DATETIME;CASHFLOW;VALUE
RU000A0JUHY8;27.05.2018;BOND;09.09.2044;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.12.2044;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.03.2045;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.06.2045;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.09.2045;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.12.2045;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.03.2046;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.06.2046;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.09.2046;COUPON;
RU000A0JUHY8;27.05.2018;BOND;09.12.2046;COUPON;8,75
RU000A0JUHY8;27.05.2018;BOND;09.09.2014;REDEMPTION;136,27
RU000A0JUHY8;27.05.2018;BOND;09.12.2014;REDEMPTION;55,49
RU000A0JUHY8;27.05.2018;BOND;09.03.2015;REDEMPTION;48,9
RU000A0JUHY8;27.05.2018;BOND;09.06.2015;REDEMPTION;47,76
RU000A0JUHY8;27.05.2018;BOND;09.09.2015;REDEMPTION;36,6
RU000A0JUHY8;27.05.2018;BOND;09.12.2015;REDEMPTION;35,59
RU000A0JUHY8;27.05.2018;BOND;09.03.2016;REDEMPTION;42,35
RU000A0JUHY8;27.05.2018;BOND;09.06.2016;REDEMPTION;43,63
RU000A0JUHY8;27.05.2018;BOND;09.09.2016;REDEMPTION;38,13
RU000A0JUHY8;27.05.2018;BOND;09.12.2016;REDEMPTION;39,9
RU000A0JUHY8;27.05.2018;BOND;09.03.2017;REDEMPTION;37,24
RU000A0JUHY8;27.05.2018;BOND;09.06.2017;REDEMPTION;37,73
RU000A0JUHY8;27.05.2018;BOND;09.09.2017;REDEMPTION;45,84
RU000A0JUHY8;27.05.2018;BOND;09.12.2017;REDEMPTION;55,29
RU000A0JUHY8;27.05.2018;BOND;09.03.2018;REDEMPTION;70,85
RU000A0JUJ61;27.05.2018;BOND;11.06.2014;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.09.2014;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.12.2014;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.03.2015;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.06.2015;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.09.2015;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.12.2015;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.03.2016;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.06.2016;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.09.2016;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.12.2016;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.03.2017;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.06.2017;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.09.2017;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.12.2017;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.03.2018;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.06.2018;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.09.2018;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2018;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2019;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2019;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2019;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2019;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2020;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2020;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2020;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2020;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2021;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2021;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2021;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2021;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2022;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2022;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2022;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2022;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2023;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2023;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2023;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2023;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2024;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2024;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2024;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2024;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2025;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2025;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2025;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2025;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2026;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2026;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2026;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2026;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2027;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2027;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2027;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2027;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2028;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2028;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2028;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2028;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2029;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2029;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2029;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2029;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2030;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2030;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2030;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2030;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2031;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2031;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2031;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2031;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2032;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2032;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2032;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2032;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2033;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2033;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2033;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2033;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2034;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2034;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2034;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2034;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2035;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2035;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2035;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2035;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2036;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2036;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2036;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2036;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2037;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2037;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2037;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2037;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2038;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2038;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2038;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2038;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2039;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2039;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2039;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2039;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2040;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2040;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2040;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2040;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2041;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2041;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2041;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2041;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2042;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2042;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2042;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2042;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2043;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2043;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2043;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2043;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2044;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2044;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2044;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2044;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2045;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2045;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.09.2045;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.12.2045;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.03.2046;COUPON;
RU000A0JUJ61;27.05.2018;BOND;11.06.2046;COUPON;8,5
RU000A0JUJ61;27.05.2018;BOND;11.12.2015;REDEMPTION;16,48
RU000A0JUJ61;27.05.2018;BOND;11.03.2016;REDEMPTION;108,85
RU000A0JUJ61;27.05.2018;BOND;11.06.2016;REDEMPTION;113,26
RU000A0JUJ61;27.05.2018;BOND;11.09.2016;REDEMPTION;103,18
RU000A0JUJ61;27.05.2018;BOND;11.12.2016;REDEMPTION;94,06
RU000A0JUJ61;27.05.2018;BOND;11.03.2017;REDEMPTION;93,86
RU000A0JUJ61;27.05.2018;BOND;11.06.2017;REDEMPTION;91,54
RU000A0JUJ61;27.05.2018;BOND;11.09.2017;REDEMPTION;82,39
RU000A0JUJ61;27.05.2018;BOND;11.12.2017;REDEMPTION;81,75
RU000A0JUJ61;27.05.2018;BOND;11.03.2018;REDEMPTION;92,78
RU000A0JUJ87;27.05.2018;BOND;11.06.2014;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.09.2014;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.12.2014;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.03.2015;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.06.2015;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.09.2015;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.12.2015;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.03.2016;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.06.2016;COUPON;3
RU000A0JUJ87;27.05.2018;BOND;11.09.2016;COUPON;8,5
RU000A0JUJ87;27.05.2018;BOND;11.12.2016;COUPON;8,5
RU000A0JUJ87;27.05.2018;BOND;11.03.2017;COUPON;8,5
RU000A0JUJ87;27.05.2018;BOND;11.06.2017;COUPON;8,5
RU000A0JUJ87;27.05.2018;BOND;11.09.2017;COUPON;8,5
RU000A0JUJ87;27.05.2018;BOND;11.12.2017;COUPON;8,5
RU000A0JUJ87;27.05.2018;BOND;11.03.2018;COUPON;8,5
RU000A0JUJ87;27.05.2018;BOND;11.06.2018;COUPON;8,5
RU000A0JUJ87;27.05.2018;BOND;11.09.2018;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2018;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2019;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2019;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2019;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2019;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2020;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2020;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2020;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2020;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2021;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2021;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2021;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2021;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2022;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2022;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2022;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2022;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2023;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2023;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2023;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2023;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2024;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2024;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2024;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2024;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2025;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2025;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2025;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2025;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2026;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2026;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2026;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2026;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2027;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2027;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2027;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2027;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2028;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2028;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2028;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2028;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2029;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2029;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2029;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2029;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2030;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2030;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2030;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2030;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2031;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2031;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2031;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2031;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2032;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2032;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2032;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2032;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2033;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2033;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2033;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2033;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2034;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2034;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2034;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2034;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2035;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2035;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2035;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2035;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2036;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2036;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2036;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2036;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2037;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2037;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2037;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2037;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2038;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2038;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2038;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2038;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2039;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2039;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2039;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2039;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2040;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2040;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2040;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2040;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2041;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2041;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2041;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2041;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2042;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2042;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2042;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2042;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2043;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2043;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2043;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2043;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2044;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2044;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2044;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2044;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2045;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2045;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.09.2045;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.12.2045;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.03.2046;COUPON;
RU000A0JUJ87;27.05.2018;BOND;11.06.2046;COUPON;8,5
RU000A0JUJE6;27.05.2018;BOND;26.05.2014;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.06.2014;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.07.2014;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.08.2014;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.09.2014;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.10.2014;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.11.2014;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.12.2014;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.01.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.02.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.03.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.04.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.05.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.06.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.07.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.08.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.09.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.10.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.11.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.12.2015;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.01.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.02.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.03.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.04.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.05.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.06.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.07.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.08.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.09.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.10.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.11.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.12.2016;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.01.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.02.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.03.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.04.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.05.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.06.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.07.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.08.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.09.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.10.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.11.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.12.2017;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.01.2018;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.02.2018;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.03.2018;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.04.2018;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.05.2018;COUPON;9
RU000A0JUJE6;27.05.2018;BOND;26.06.2018;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2018;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2018;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2018;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2018;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2018;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2018;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2019;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2020;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.06.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.07.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.08.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.09.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.10.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.11.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.12.2021;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.01.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.02.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.03.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.04.2022;COUPON;
RU000A0JUJE6;27.05.2018;BOND;26.05.2022;COUPON;
